"경기도","15~19세",654522,335837,318685,105.4,648335,332871,315464,105.5
"경기도","20~24세",847646,444969,402677,110.5,808894,421169,387725,108.6
"경기도","25~29세",980796,531660,449136,118.4,904805,481163,423642,113.6
"경기도","30~34세",919054,489226,429828,113.8,824564,429201,395363,108.6
"경기도","35~39세",1083739,564534,519205,108.7,1007461,516508,490953,105.2
"경기도","40~44세",1107785,568811,538974,105.5,1054406,535882,518524,103.3
"경기도","45~49세",1195611,608441,587170,103.6,1148173,581446,566727,102.6
"경기도","50~54세",1166575,585288,581287,100.7,1119026,560315,558711,100.3
"경기도","55~59세",1079402,546744,532658,102.6,1033958,524219,509739,102.8
"경기도","60~64세",923711,462472,461239,100.3,888503,445476,443027,100.6
"경기도","65~69세",599220,291342,307878,94.6,579930,282391,297539,94.9
"경기도","70~74세",427729,199991,227738,87.8,420576,197002,223574,88.1
"경기도","75~79세",331533,143197,188336,76,328604,142275,186329,76.4
"경기도","80~84세",230254,88134,142120,62,228357,87649,140708,62.3
"경기도","85세이상",169349,48037,121312,39.6,168432,47847,120585,39.7
"경기도","85~89세",116857,36118,80739,44.7,116151,35969,80182,44.9
"경기도","90~94세",41752,9687,32065,30.2,41579,9654,31925,30.2
"경기도","95~99세",9426,1986,7440,26.7,9394,1980,7414,26.7
"경기도","100세이상",1314,246,1068,23,1308,244,1064,22.9
"경기도","15세미만",1794750,919684,875066,105.1,1764190,904304,859886,105.2
"경기도","15~64세",9958841,5137982,4820859,106.6,9438125,4828250,4609875,104.7
"경기도","65세이상",1758085,770701,987384,78.1,1725899,757164,968735,78.2
"경기도","평균연령",41.3,40.4,42.3,-,41.4,40.5,42.3,-
"경기도","중위연령",42,41,43.2,-,42.3,41.4,43.3,-
"강원도","합계",1521763,767674,754089,101.8,1497109,754831,742278,101.7
"강원도","0~4세",45588,23331,22257,104.8,45372,23226,22146,104.9
"강원도","5~9세",59507,30432,29075,104.7,59355,30353,29002,104.7
"강원도","10~14세",63319,32728,30591,107,63225,32688,30537,107
"강원도","15~19세",72734,38538,34196,112.7,72366,38340,34026,112.7
"강원도","20~24세",99186,56128,43058,130.4,95232,53877,41355,130.3
"강원도","25~29세",89166,51128,38038,134.4,84339,48375,35964,134.5
"강원도","30~34세",76486,41298,35188,117.4,72513,39128,33385,117.2
"강원도","35~39세",90838,47094,43744,107.7,87830,45489,42341,107.4
"강원도","40~44세",100087,50766,49321,102.9,98019,49700,48319,102.9
"강원도","45~49세",118985,61442,57543,106.8,117348,60692,56656,107.1
"강원도","50~54세",128191,66334,61857,107.2,126700,65717,60983,107.8
"강원도","55~59세",132525,66983,65542,102.2,131358,66517,64841,102.6
"강원도","60~64세",136174,68011,68163,99.8,135320,67645,67675,100
"강원도","65~69세",96073,47290,48783,96.9,95640,47083,48557,97
"강원도","70~74세",68023,31744,36279,87.5,67813,31650,36163,87.5
"강원도","75~79세",64713,27602,37111,74.4,64601,27557,37044,74.4
"강원도","80~84세",47478,18146,29332,61.9,47425,18124,29301,61.9
"강원도","85세이상",32690,8679,24011,36.1,32653,8670,23983,36.2
"강원도","85~89세",21950,6342,15608,40.6,21924,6335,15589,40.6
"강원도","90~94세",8481,1788,6693,26.7,8472,1786,6686,26.7
"강원도","95~99세",2005,506,1499,33.8,2003,506,1497,33.8
"강원도","100세이상",254,43,211,20.4,254,43,211,20.4
"강원도","15세미만",168414,86491,81923,105.6,167952,86267,81685,105.6
"강원도","15~64세",1044372,547722,496650,110.3,1021025,535480,485545,110.3
"강원도","65세이상",308977,133461,175516,76,308132,133084,175048,76
"강원도","평균연령",45.5,43.9,47.1,-,45.6,44.1,47.3,-
"강원도","중위연령",47.8,46.1,49.5,-,48.1,46.5,49.8,-
"충청북도","합계",1632088,833819,798269,104.5,1574994,799168,775826,103
"충청북도","0~4세",54135,27894,26241,106.3,53233,27410,25823,106.1
"충청북도","5~9세",70381,35778,34603,103.4,69708,35453,34255,103.5
"충청북도","10~14세",71406,36949,34457,107.2,70968,36712,34256,107.2
"충청북도","15~19세",80349,42301,38048,111.2,79576,41872,37704,111.1
"충청북도","20~24세",112671,62251,50420,123.5,106223,58181,48042,121.1
"충청북도","25~29세",110612,64492,46120,139.8,101030,58224,42806,136
"충청북도","30~34세",96749,53535,43214,123.9,86765,47102,39663,118.8
"충청북도","35~39세",111096,58944,52152,113,103470,54014,49456,109.2
"충청북도","40~44세",114380,59730,54650,109.3,109162,56480,52682,107.2
"충청북도","45~49세",128136,66220,61916,107,123911,63845,60066,106.3
"충청북도","50~54세",137809,70557,67252,104.9,133879,68416,65463,104.5
"충청북도","55~59세",135185,69535,65650,105.9,131928,67795,64133,105.7
"충청북도","60~64세",128155,64654,63501,101.8,125940,63502,62438,101.7
"충청북도","65~69세",89589,44008,45581,96.5,88503,43449,45054,96.4
"충청북도","70~74세",62384,29703,32681,90.9,61963,29525,32438,91
"충청북도","75~79세",56045,23513,32532,72.3,55887,23465,32422,72.4
"충청북도","80~84세",42272,15521,26751,58,42162,15501,26661,58.1
"충청북도","85세이상",30734,8234,22500,36.6,30686,8222,22464,36.6
"충청북도","85~89세",21740,6288,15452,40.7,21702,6277,15425,40.7
"충청북도","90~94세",7230,1601,5629,28.4,7222,1601,5621,28.5
"충청북도","95~99세",1556,315,1241,25.4,1554,314,1240,25.3
"충청북도","100세이상",208,30,178,16.9,208,30,178,16.9
"충청북도","15세미만",195922,100621,95301,105.6,193909,99575,94334,105.6
"충청북도","15~64세",1155142,612219,542923,112.8,1101884,579431,522453,110.9
"충청북도","65세이상",281024,120979,160045,75.6,279201,120162,159039,75.6
"충청북도","평균연령",43.5,42,45,-,43.7,42.3,45.2,-
"충청북도","중위연령",44.7,42.9,46.6,-,45.3,43.6,47,-
"충청남도","합계",2176636,1117575,1059061,105.5,2077470,1058869,1018601,104
"충청남도","0~4세",75539,38624,36915,104.6,73751,37726,36025,104.7
"충청남도","5~9세",99473,51033,48440,105.4,98233,50398,47835,105.4
"충청남도","10~14세",99816,51744,48072,107.6,98989,51289,47700,107.5
"충청남도","15~19세",107031,55685,51346,108.5,105327,54907,50420,108.9
"충청남도","20~24세",138808,74858,63950,117.1,127916,68805,59111,116.4
"충청남도","25~29세",135452,77631,57821,134.3,119515,67311,52204,128.9
"충청남도","30~34세",134317,74888,59429,126,117222,63898,53324,119.8
"충청남도","35~39세",158471,86058,72413,118.8,144801,77356,67445,114.7
"충청남도","40~44세",161373,86684,74689,116.1,151756,80666,71090,113.5
"충청남도","45~49세",172495,92159,80336,114.7,164549,87466,77083,113.5
"충청남도","50~54세",170448,89941,80507,111.7,163975,86482,77493,111.6
"충청남도","55~59세",170461,89158,81303,109.7,165142,86476,78666,109.9
"충청남도","60~64세",157804,79367,78437,101.2,154302,77662,76640,101.3
"충청남도","65~69세",115488,56440,59048,95.6,113678,55601,58077,95.7
"충청남도","70~74세",91342,43738,47604,91.9,90622,43452,47170,92.1
"충청남도","75~79세",76790,32212,44578,72.3,76460,32098,44362,72.4
"충청남도","80~84세",62494,23171,39323,58.9,62296,23127,39169,59
"충청남도","85세이상",49034,14184,34850,40.7,48936,14149,34787,40.7
"충청남도","85~89세",35174,10997,24177,45.5,35101,10971,24130,45.5
"충청남도","90~94세",11183,2689,8494,31.7,11161,2682,8479,31.6
"충청남도","95~99세",2327,443,1884,23.5,2325,442,1883,23.5
"충청남도","100세이상",350,55,295,18.6,349,54,295,18.3
"충청남도","15세미만",274828,141401,133427,106,270973,139413,131560,106
"충청남도","15~64세",1506660,806429,700231,115.2,1414505,751029,663476,113.2
"충청남도","65세이상",395148,169745,225403,75.3,391992,168427,223565,75.3
"충청남도","평균연령",43.5,42.1,45,-,43.8,42.4,45.3,-
"충청남도","중위연령",44.3,42.7,46.1,-,45,43.5,46.6,-
"전라북도","합계",1802766,899058,903708,99.5,1760400,876451,883949,99.2
"전라북도","0~4세",52412,26759,25653,104.3,52011,26545,25466,104.2
"전라북도","5~9세",76371,39287,37084,105.9,76132,39150,36982,105.9
"전라북도","10~14세",80415,41570,38845,107,80274,41500,38774,107
"전라북도","15~19세",93811,49481,44330,111.6,92961,49060,43901,111.8
"전라북도","20~24세",123972,68339,55633,122.8,115947,63789,52158,122.3
"전라북도","25~29세",105427,57718,47709,121,97122,53007,44115,120.2
"전라북도","30~34세",88247,46489,41758,111.3,81111,42377,38734,109.4
"전라북도","35~39세",107281,55044,52237,105.4,102185,52268,49917,104.7
"전라북도","40~44세",120614,61651,58963,104.6,117182,59881,57301,104.5
"전라북도","45~49세",143786,74113,69673,106.4,141239,72939,68300,106.8
"전라북도","50~54세",148011,76304,71707,106.4,145776,75336,70440,107
"전라북도","55~59세",145176,74026,71150,104,143414,73281,70133,104.5
"전라북도","60~64세",141250,70209,71041,98.8,140085,69686,70399,99
